Tipo,Nivel de complejidad,Rango de precio,Portabilidad,Popularidad,Tipo de sonido,Ruido,Necesidad de cambiar con los años,Mantenimiento,Nombre_instrumento,Intruemnto,Precio_real
Viento metal,Alto,Alto,Difícil,Alta,Acústico,Alto,No,Alto,Miraphone 1291 Tuba,Tuba,9000
Viento metal,Medio,Alto,Moderada,Alta,Acústico,Alto,No,Medio,Yamaha YEB-321,Tuba,7000
Viento metal,Alto,Alto,Difícil,Media,Acústico,Alto,No,Alto,Willson 3050,Tuba,11000
Viento metal,Medio,Medio,Moderada,Media,Acústico,Medio,No,Medio,Jupiter JTU1110,Tuba,3500
Viento metal,Medio,Medio,Fácil,Baja,Acústico,Medio,No,Bajo,Besson 2050,Tuba,2500
Viento metal,Alto,Alto,Difícil,Alta,Acústico,Alto,No,Alto,Meinl Weston 2000,Tuba,12000
Viento metal,Alto,Alto,Difícil,Alta,Acústico,Alto,No,Alto,Adams Tuba E4,Tuba,10000
Viento metal,Medio,Alto,Moderada,Media,Acústico,Alto,No,Alto,King 2341,Tuba,6000
Viento metal,Medio,Medio,Moderada,Baja,Acústico,Medio,No,Medio,Conn 2J,Tuba,4000
Viento metal,Alto,Alto,Difícil,Alta,Acústico,Alto,No,Alto,Scherzer 2+2 Tuba,Tuba,13000
Viento metal,Medio,Medio,Moderada,Media,Acústico,Medio,No,Medio,Amati 312,Tuba,3000
Viento metal,Alto,Alto,Difícil,Alta,Acústico,Alto,No,Alto,Schiller Professional Tuba,Tuba,8500
Viento metal,Medio,Medio,Fácil,Alta,Acústico,Medio,No,Medio,Eastman EBB-542,Tuba,3200
Percusión,Bajo,Medio,Fácil,Alta,Acústico,Bajo,No,Bajo,Meinl Percussion XR1 Xylophone,Xilófono,1500
Percusión,Medio,Alto,Moderada,Media,Acústico,Medio,No,Medio,Yamaha YX-5000,Xilófono,2500
Percusión,Alto,Alto,Difícil,Alta,Acústico,Alto,No,Alto,Adams Concert Xylophone,Xilófono,4000
Percusión,Medio,Medio,Fácil,Baja,Acústico,Medio,No,Bajo,Ludwig Musser M60B,Xilófono,1200
Percusión,Bajo,Económico,Fácil,Media,Acústico,Bajo,No,Bajo,Schlagwerk XS-2000,Xilófono,600
Percusión,Medio,Medio,Moderada,Alta,Acústico,Medio,No,Medio,Grover Pro Professional Xylophone,Xilófono,2200
Percusión,Alto,Alto,Difícil,Alta,Acústico,Alto,No,Alto,Majestic Concert Xylophone,Xilófono,3500
Percusión,Bajo,Económico,Fácil,Baja,Acústico,Bajo,No,Bajo,Musser M33B,Xilófono,1000
Percusión,Medio,Medio,Moderada,Media,Acústico,Medio,No,Bajo,Lynn's Xylophone,Xilófono,900
Percusión,Alto,Alto,Difícil,Alta,Acústico,Alto,No,Alto,Musser M55B Xylophone,Xilófono,3000
Percusión,Medio,Medio,Moderada,Media,Acústico,Medio,No,Medio,Meinl Percussion Professional Xylophone,Xilófono,1700
Percusión,Bajo,Medio,Fácil,Alta,Acústico,Bajo,No,Bajo,Gon Bops Xylophone,Xilófono,1100
Percusión,Alto,Alto,Difícil,Baja,Acústico,Alto,No,Alto,Adams Concert 4.3 Octave Xylophone,Xilófono,4800
Percusión,Medio,Medio,Fácil,Media,Acústico,Medio,No,Bajo,Encore Percussion Xylophone,Xilófono,950
Percusión,Bajo,Económico,Fácil,Alta,Acústico,Bajo,No,Bajo,Meinl Percussion Timbales,Timbales,350
Percusión,Medio,Medio,Moderada,Media,Acústico,Medio,No,Medio,Ludwig Standard Timbales,Timbales,500
Percusión,Alto,Alto,Difícil,Alta,Acústico,Alto,No,Alto,LP Classic Timbales,Timbales,900
Percusión,Medio,Medio,Fácil,Media,Acústico,Medio,No,Medio,Paiste 900 Series Timbales,Timbales,600
Percusión,Bajo,Económico,Fácil,Baja,Acústico,Bajo,No,Bajo,Meinl Percussion Travel Timbales,Timbales,250
Percusión,Medio,Medio,Moderada,Alta,Acústico,Medio,No,Medio,Yamaha Stage Custom Timbales,Timbales,750
Percusión,Alto,Alto,Difícil,Media,Acústico,Alto,No,Alto,Adams Pro Timbales,Timbales,1100
Percusión,Medio,Medio,Fácil,Baja,Acústico,Medio,No,Bajo,Gretsch 14" Timbales,Timbales,450
Percusión,Alto,Alto,Moderada,Alta,Acústico,Alto,No,Alto,LP Salsa Timbales,Timbales,950
Percusión,Bajo,Económico,Fácil,Media,Acústico,Bajo,No,Bajo,Meinl Sonic Energy Timbales,Timbales,300
Percusión,Medio,Medio,Moderada,Alta,Acústico,Medio,No,Medio,Remo Timbales,Timbales,700
Percusión,Bajo,Medio,Fácil,Baja,Acústico,Bajo,No,Bajo,Tycoon Percussion Timbales,Timbales,400
Percusión,Medio,Medio,Moderada,Media,Acústico,Medio,No,Medio,LP 2-Ply Shell Timbales,Timbales,550
Percusión,Alto,Alto,Difícil,Alta,Acústico,Alto,No,Alto,Meinl Percussion Deluxe Timbales,Timbales,1200
Percusión,Bajo,Económico,Fácil,Alta,Acústico,Alto,No,Bajo,Meinl Drumset,Batería,350
Percusión,Medio,Medio,Moderada,Alta,Acústico,Alto,No,Medio,Yamaha Stage Custom,Batería,750
Percusión,Alto,Alto,Difícil,Alta,Acústico,Alto,No,Alto,DW Collector's Series,Batería,2200
Percusión,Medio,Medio,Fácil,Media,Acústico,Medio,No,Medio,Gretsch Catalina Club,Batería,550
Percusión,Alto,Alto,Moderada,Alta,Eléctrico,Alto,No,Alto,Roland V-Drums TD27,Batería,2500
Percusión,Medio,Medio,Fácil,Alta,Acústico,Alto,No,Medio,Ludwig Accent CS,Batería,600
Percusión,Medio,Medio,Moderada,Media,Acústico,Alto,No,Medio,PDP Concept Maple,Batería,800
Percusión,Bajo,Económico,Fácil,Media,Acústico,Medio,No,Bajo,Mapex Tornado,Batería,400
Percusión,Alto,Alto,Difícil,Alta,Eléctrico,Alto,No,Alto,Alesis Strike Pro,Batería,2300
Percusión,Medio,Medio,Moderada,Media,Acústico,Medio,No,Medio,Tama Imperialstar,Batería,650
Percusión,Bajo,Económico,Fácil,Baja,Acústico,Bajo,No,Bajo,Target Drum Kit,Batería,250
Percusión,Medio,Medio,Moderada,Alta,Acústico,Alto,No,Medio,Sonor AQ2,Batería,1000
Percusión,Alto,Alto,Difícil,Alta,Eléctrico,Alto,No,Alto,Elektron Analog Rytm,Batería,1600
Percusión,Medio,Medio,Fácil,Media,Acústico,Medio,No,Bajo,Pearl Export Series,Batería,700
Percusión,Bajo,Económico,Fácil,Alta,Acústico,Medio,No,Bajo,LP City Series,Batería,350
Percusión,Alto,Alto,Moderada,Alta,Eléctrico,Alto,No,Alto,TD-50K Roland,Batería,5000
Percusión,Medio,Medio,Fácil,Alta,Eléctrico,Alto,No,Medio,Yamaha DTX522K,Batería,1200
Percusión,Medio,Medio,Moderada,Media,Acústico,Medio,No,Medio,Mapex Saturn,Batería,1400
Percusión,Alto,Alto,Difícil,Alta,Eléctrico,Alto,No,Alto,Acoustic Pro - Custom Kit,Batería,3000
Percusión,Bajo,Económico,Fácil,Media,Acústico,Bajo,No,Bajo,Gretsch Energy Series,Batería,500
Percusión,Medio,Medio,Moderada,Media,Acústico,Medio,No,Medio,Peavey Radial Kit,Batería,800
Percusión,Medio,Alto,Moderada,Alta,Acústico,Medio,No,Medio,Handpan Symphonic,Handpan,2500
Percusión,Alto,Alto,Moderada,Alta,Acústico,Alto,No,Alto,PanArt Hang Drum,Handpan,3000
Percusión,Medio,Alto,Fácil,Media,Acústico,Bajo,No,Medio,Spacedrum Nitro,Handpan,2400
Percusión,Medio,Alto,Moderada,Alta,Acústico,Medio,No,Medio,Hang Massive,Handpan,3200
Percusión,Alto,Alto,Moderada,Alta,Acústico,Alto,No,Alto,Zenith Handpan,Handpan,2800
Percusión,Medio,Alto,Fácil,Media,Acústico,Medio,No,Bajo,African Hang Drum,Handpan,2200
Percusión,Medio,Alto,Moderada,Baja,Acústico,Medio,No,Medio,Odyssey Handpan,Handpan,2600
Percusión,Alto,Alto,Difícil,Alta,Acústico,Alto,No,Alto,Earth Handpan,Handpan,3500
Percusión,Medio,Alto,Fácil,Media,Acústico,Medio,No,Medio,Handpan Panart,Handpan,2300
Percusión,Alto,Alto,Moderada,Media,Acústico,Alto,No,Medio,Anahata Handpan,Handpan,2700
